"npp","campagne","a","sfgui","xl","yl","croissance_5ans","ser_86","greco","ess","age13","age_1","zp","c13","reserutile","rmoy","tmoy","txmoy","tnmoy","u_tauxguit","u_txguiabiet","u_txguiaustr","u_txguialbum","wac","poids","is_gui","ssp_gui","poids_models","poids_models_tweak","sfgui_factor","npp_factor","wc2.1_30s_bio_3","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_18","troph_r","hydr_r","dens_tiges","div_rg1","div_rg1_factor","ess_factor"
"14-68-274-1-062T",2014,11,1,960200,2357600,5.73351979255676,"D11","D",61,NA,94.5,658,1.33,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",14.1442893422796,1,"Parasité","abietis",14.1442893422796,30.2245968650639,"1","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-68-274-1-062T",2014,24,0,960200,2357600,5.47460978850722,"D11","D",61,NA,94.5,658,1.26,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",14.1445779841947,1,"Sain","abietis",14.1445779841947,30.2252136571353,"0","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-68-274-1-062T",2014,2,0,960200,2357600,5.25102019309998,"D11","D",61,NA,94.5,658,1.2,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",14.1448129817208,1,"Sain","abietis",14.1448129817208,30.2257158177825,"0","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-68-274-1-062T",2014,10,1,960200,2357600,6.09999988228083,"D11","D",61,NA,94.5,658,1.7,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",14.1425047378282,1,"Parasité","abietis",14.1425047378282,30.2207833860829,"1","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-06-324-1-202T",2014,28,0,969200,1887600,1.76794000435621,"H30","H",52,NA,42.5,661,0.83,32.3999977111816,977.1,12.5,18.3,6.7,3,"X ","3 ","X ",39.2890526702631,1,"Sain","austriacum",39.2890526702631,83.955846026095,"0","14-06-324-1-202T",33.966667175293,0.200000002980232,25,123,9.78295,7.70081,2455.73296341519,1,"1","52"
"14-68-274-1-062T",2014,19,0,960200,2357600,5.17613999545574,"D11","D",61,NA,94.5,658,1.18,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",14.1448887689463,1,"Sain","abietis",14.1448887689463,30.2258777657095,"0","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-06-324-1-202T",2014,16,0,969200,1887600,1.69971003197134,"H30","H",52,NA,42.5,661,0.77,32.3999977111816,977.1,12.5,18.3,6.7,3,"X ","3 ","X ",39.2902319518745,1,"Sain","austriacum",39.2902319518745,83.9583660050372,"0","14-06-324-1-202T",33.966667175293,0.200000002980232,25,123,9.78295,7.70081,2455.73296341519,1,"1","52"
"14-68-274-1-062T",2014,22,0,960200,2357600,4.27363021299243,"D11","D",61,NA,94.5,658,0.74,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",39.2907884494257,1,"Sain","abietis",39.2907884494257,83.9595551714728,"0","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-06-324-1-202T",2014,31,0,969200,1887600,1.79015996400267,"H30","H",52,NA,42.5,661,0.85,32.3999977111816,977.1,12.5,18.3,6.7,3,"X ","3 ","X ",39.2886399375925,1,"Sain","austriacum",39.2886399375925,83.9549640674275,"0","14-06-324-1-202T",33.966667175293,0.200000002980232,25,123,9.78295,7.70081,2455.73296341519,1,"1","52"
"14-68-274-1-062T",2014,12,0,960200,2357600,5.28840022161603,"D11","D",61,NA,94.5,658,1.21,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",14.1447746109943,1,"Sain","abietis",14.1447746109943,30.2256338242859,"0","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-68-274-1-062T",2014,15,0,960200,2357600,4.69999993219972,"D11","D",61,NA,94.5,658,0.83,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",39.2890526702631,1,"Sain","abietis",39.2890526702631,83.955846026095,"0","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-68-274-1-062T",2014,23,1,960200,2357600,5.75591996312141,"D11","D",61,NA,94.5,658,1.06,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",39.2837136228653,1,"Parasité","abietis",39.2837136228653,83.9444371421747,"1","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-68-274-1-062T",2014,9,0,960200,2357600,6.24659983441234,"D11","D",61,NA,94.5,658,1.17,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",39.280701452773,1,"Sain","abietis",39.280701452773,83.9380005072526,"0","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-68-274-1-062T",2014,3,0,960200,2357600,4.46416018530726,"D11","D",61,NA,94.5,658,0.78,40,1058.1,9.5,13.6,5.4,2,"2 ","0 ","X ",39.2900415424294,1,"Sain","abietis",39.2900415424294,83.9579591236042,"0","14-68-274-1-062T",31.6312065124512,-2.59999990463257,23.5,289,4.05778,3.32713,916.176280232211,1,"1","61"
"14-07-251-1-181T",2014,3,0,771200,2023600,19.9999995529652,"G42","G",61,NA,120,771,1.06,81,1048.4,9.95,14.6,5.3,1,"1 ","X ","X ",39.2837136228653,1,"Sain","abietis",39.2837136228653,83.9444371421747,"0","14-07-251-1-181T",32.3045272827148,-1.20000004768372,24.3000011444092,228,2.78939,5.04976,326.87460498501,1,"1","61"
"14-07-251-1-181T",2014,16,0,771200,2023600,12.249999679625,"G42","G",61,NA,120,771,1.25,81,1048.4,9.95,14.6,5.3,1,"1 ","X ","X ",14.1446179459594,1,"Sain","abietis",14.1446179459594,30.2252990504837,"0","14-07-251-1-181T",32.3045272827148,-1.20000004768372,24.3000011444092,228,2.78939,5.04976,326.87460498501,1,"1","61"
