"npp","a","ess","c13","mortbg2","poids_models","ssp_gui","is_gui_bin"
"04587-17050-7-4T",3,52,0.98,"0",19.6428589484454,"austriacum",1
"04587-17050-7-4T",4,52,0.97,"0",19.6429786959254,"austriacum",1
"04587-17050-7-4T",15,52,0.81,"0",19.644727791562,"austriacum",0
"04587-17070-6-8T",4,52,0.74,"0",39.2907884494257,"austriacum",1
"04588-16060-0-2T",1,54,0.93,"0",19.6434454186803,"austriacum",0
"04588-16060-0-2T",2,54,0.78,"0",19.6450207712147,"austriacum",0
"04588-16060-0-2T",12,54,0.71,"0",19.6456614251947,"austriacum",0
"04588-16060-0-2T",9,54,0.81,"0",19.644727791562,"austriacum",1
"04597-20000-6-0T",12,52,0.71,"X",9.82283071259737,"austriacum",0
"04597-20000-6-0T",5,52,0.83,"0",9.82226316756578,"austriacum",0
"04597-20000-6-0T",6,52,0.88,"0",9.82200060798952,"austriacum",0
"04597-20000-6-0T",8,52,0.88,"0",9.82200060798952,"austriacum",1
"05587-12040-5-2T",1,21,0.74,"0",39.5994135697824,"album",1
"05587-12040-5-2T",2,17,0.74,"0",39.5994135697824,NA,0
"06597-12040-9-2T",8,52,0.72,"0",39.2911471714465,"austriacum",0
"06597-12040-9-2T",1,52,0.82,"1",39.2892553540523,"austriacum",0
"06597-12040-9-2T",10,52,0.92,"0",39.2871180640221,"austriacum",0
"06597-12040-9-2T",11,52,0.76,"0",39.2904199062357,"austriacum",0
"06597-12040-9-2T",4,52,0.82,"0",39.2892553540523,"austriacum",0
"06597-12040-9-2T",12,52,0.73,"0",39.2909690381163,"austriacum",1
"06597-12040-9-2T",18,52,0.73,"0",39.2909690381163,"austriacum",1
"06597-13020-8-2T",3,52,0.87,"0",45.8362536195563,"austriacum",1
"06597-13020-8-2T",1,52,1.28,"0",14.144497106096,"austriacum",1
"06597-13020-8-2T",12,52,0.89,"1",45.8357491917237,"austriacum",1
"06597-13020-8-2T",14,52,1.39,"1",14.1440295273118,"austriacum",1
"06597-13020-8-2T",9,52,1.38,"1",14.1440736251348,"austriacum",1
"06597-13020-8-2T",4,52,1.13,"1",45.8288029671709,"austriacum",1
"06597-13020-8-2T",11,52,1.03,"1",45.8318975602266,"austriacum",1
"06597-13020-8-2T",7,52,0.99,"0",45.833055273296,"austriacum",1
"06597-13020-8-2T",2,52,0.75,"X",45.8390396396831,"austriacum",1
"06597-13020-8-2T",10,52,1.37,"1",14.1441174048343,"austriacum",1
"06597-13020-9-8T",1,52,1.56,"0",14.1432311967629,"austriacum",0
"06597-13020-9-8T",8,52,1.39,"0",14.1440295273118,"austriacum",1
"06597-13020-9-8T",4,52,1,"X",39.2852315468878,"austriacum",0
"06597-13020-9-8T",10,52,1.82,"0",14.1418324641678,"austriacum",0
"06597-13020-9-8T",9,52,1.35,"0",14.1442040098392,"austriacum",1
"06597-13020-9-8T",12,52,1.28,"0",14.144497106096,"austriacum",0
"06597-13020-9-8T",7,52,1.41,"0",14.1439403773189,"austriacum",0
"06597-13020-9-8T",6,52,1.27,"0",14.1445377042385,"austriacum",0
"06597-13020-9-8T",3,52,1.28,"0",14.144497106096,"austriacum",0
"06597-13020-9-8T",11,52,1.26,"0",14.1445779841947,"austriacum",0
"06598-21040-0-2T",9,52,0.78,"0",19.6450207712147,"austriacum",1
"06598-21040-0-2T",22,52,0.75,"0",19.6453027027213,"austriacum",1
"06598-21040-0-2T",2,52,0.75,"0",19.6453027027213,"austriacum",1
"06598-21040-0-2T",11,52,0.78,"0",19.6450207712147,"austriacum",1
"06598-21040-0-2T",3,52,0.71,"0",19.6456614251947,"austriacum",1
"06598-21040-0-2T",20,52,0.74,"0",19.6453942247128,"austriacum",1
"08571-10050-4-8T",5,15,1.05,"0",9.82099318559072,"album",0
"08571-10050-4-8T",8,15,1.18,"0",3.5930260503528,"album",0
"08571-10050-4-8T",4,15,0.98,"0",9.82142947422268,"album",0
"08571-10050-4-8T",1,15,1.37,"0",3.59283011163643,"album",1
"08571-10050-4-8T",7,15,1.15,"0",9.82031779679835,"album",0
"08571-10050-4-8T",2,15,1.38,"0",3.5928189908985,"album",1
"08571-10050-4-8T",12,15,1.31,"0",3.59289513913007,"album",0
"05587-10040-4-2T",9,52,0.93,"0",39.2868908373605,"austriacum",0
"05587-10040-4-2T",10,52,1.34,"0",14.8811081900388,"austriacum",1
"05587-12000-2-8T",2,52,0.8,"0",39.2896533574029,"austriacum",1
"05587-12000-2-8T",1,52,0.74,"1",39.2907884494257,"austriacum",1
"10563-18010-0-6T",7,17,1.52,"0",4.39510466552115,NA,0
"10563-18010-0-6T",9,17,1.12,"X",10.2276112487945,NA,0
"10563-18010-0-6T",10,17,1.45,"0",4.39520750935595,NA,0
"10563-18010-0-6T",2,25,1.38,"0",4.39530550997882,"album",1
"10563-18010-0-6T",5,25,1.86,"0",4.39453626625192,"album",0
"10563-18010-0-6T",8,17,1.39,"0",4.39529180647235,NA,0
"10563-18010-0-6T",6,17,1.03,"0",10.2282299294295,NA,0
"10563-18010-0-6T",3,25,2.17,"0",4.39391852377403,"album",1
"10563-18010-0-6T",1,17,1.36,"0",4.39533262041698,NA,0
"05587-13010-2-6T",6,52,1.33,"0",14.1442893422796,"austriacum",0
"05587-13010-2-6T",11,52,0.82,"0",39.2892553540523,"austriacum",0
"05587-13010-2-6T",7,52,0.83,"0",39.2890526702631,"austriacum",0
"05587-13010-2-6T",17,52,0.91,"0",39.2873428367676,"austriacum",1
"05587-13010-2-6T",10,52,0.75,"0",39.2906054054427,"austriacum",0
"05587-13010-2-6T",12,52,1.03,"0",39.2844836230514,"austriacum",1
"05587-13010-2-6T",19,52,0.79,"0",39.289848676815,"austriacum",1
"05587-13010-2-6T",16,52,0.76,"0",39.2904199062357,"austriacum",1
"05587-13070-2-8T",5,52,0.77,"0",39.2902319518745,"austriacum",1
"05587-13070-2-8T",11,52,0.78,"0",39.2900415424294,"austriacum",0
"05587-13070-2-8T",12,52,0.98,"0",39.2857178968907,"austriacum",0
"05587-13070-2-8T",9,52,0.74,"0",39.2907884494257,"austriacum",1
"12-01-271-1-129T",7,61,1.54,"0",14.1433298887084,"abietis",1
"05587-13070-2-8T",15,52,0.82,"0",39.2892553540523,"austriacum",1
"12-01-271-1-129T",10,61,1.43,"0",14.1438499549039,"abietis",1
"05587-13070-2-8T",13,52,0.83,"0",39.2890526702631,"austriacum",1
"12-01-271-1-129T",2,61,1.52,"0",14.1434273085614,"abietis",0
"05587-13070-2-8T",7,52,0.75,"0",39.2906054054427,"austriacum",1
"12-01-271-1-129T",5,61,1.81,"0",14.1418902358048,"abietis",1
"05587-14090-3-2T",4,52,0.95,"0",39.2864290226308,"austriacum",1
"12-01-271-1-129T",6,61,1.34,"0",14.1442468351329,"abietis",0
"12-01-271-1-129T",8,61,2.17,"0",14.139610309683,"abietis",1
"05587-15000-3-0T",2,52,1.1,"0",19.6413263081214,"austriacum",0
"12-01-271-1-129T",1,61,1.18,"0",14.1448887689463,"abietis",1
"12-01-271-1-129T",3,61,1.56,"0",14.1432311967629,"abietis",1
"05587-15000-3-0T",1,52,0.72,"0",19.6455735857232,"austriacum",0
"12-04-157-1-072T",3,52,0.72,"0",19.6455735857232,"austriacum",1
"12-04-157-1-072T",1,52,0.87,"0",19.6441086940956,"austriacum",1
"05587-15000-3-0T",4,52,0.84,"0",19.6444237659162,"austriacum",1
"05587-15060-1-6T",6,52,0.96,"0",39.2861944347358,"austriacum",1
"12-04-157-1-072T",21,52,1.43,"0",7.07192497745195,"austriacum",1
"12-04-157-1-072T",4,52,0.75,"0",19.6453027027213,"austriacum",0
"05587-15060-1-6T",1,52,1.17,"0",39.280701452773,"austriacum",0
"12-04-157-1-072T",12,52,0.75,"0",19.6453027027213,"austriacum",0
"05587-15060-1-6T",3,52,0.73,"0",39.2909690381163,"austriacum",1
"12-04-157-1-072T",17,52,0.83,"0",19.6445263351316,"austriacum",0
"05587-21080-3-0T",3,52,1.1,"0",19.6413263081214,"austriacum",0
"12-04-157-1-072T",19,52,0.98,"0",19.6428589484454,"austriacum",1
"12-04-157-1-072T",9,52,0.72,"0",19.6455735857232,"austriacum",1
"05587-21080-3-0T",8,52,0.76,"0",19.6452099531178,"austriacum",0
"05587-21080-3-0T",10,52,0.73,"0",19.6454845190582,"austriacum",1
"12-04-157-1-074T",4,23,0.85,"0",19.6443199687962,"album",0
"05587-23050-3-4T",8,23,0.83,"0",19.6445263351316,"album",1
"12-04-157-1-074T",5,21,1.3,"0",7.0722074776373,"album",1
"05587-23050-3-4T",1,52,1.29,"0",7.07222809488645,NA,0
"12-06-181-1-078T",1,52,1.22,"0",14.1447359220497,"austriacum",1
"12-04-159-1-066T",1,52,0.75,"0",39.2906054054427,"austriacum",1
"06597-11050-9-4T",12,52,1.09,"0",39.2829215457363,"austriacum",1
"12-04-165-1-080T",1,52,0.92,"0",39.2871180640221,"austriacum",0
"12-04-165-1-080T",8,52,1.11,"0",39.2823812345071,"austriacum",0
"06597-11050-9-4T",9,52,0.79,"0",39.289848676815,"austriacum",0
"12-04-165-1-080T",10,52,1.31,"0",14.1443734026066,"austriacum",0
"06597-11050-9-4T",10,52,0.78,"0",39.2900415424294,"austriacum",0
"12-04-165-1-080T",7,52,1.27,"0",14.1445377042385,"austriacum",1
"06597-11050-9-4T",7,52,0.86,"0",39.2884298900958,"austriacum",0
"06597-11050-9-4T",1,52,0.79,"0",39.289848676815,"austriacum",0
"12-04-167-1-078T",10,54,0.76,"0",39.2904199062357,"austriacum",1
"06597-11050-9-4T",3,52,0.77,"0",39.2902319518745,"austriacum",0
"06597-11050-9-4T",14,52,0.82,"0",39.2892553540523,"austriacum",0
"06597-11050-9-4T",5,52,0.86,"0",39.2884298900958,"austriacum",0
"06597-11050-9-4T",8,52,0.8,"0",39.2896533574029,"austriacum",0
"12-04-169-2-084T",8,52,0.74,"0",19.6453942247128,"austriacum",1
"06597-11050-9-4T",11,52,0.98,"0",39.2857178968907,"austriacum",1
"12-08-191-1-031T",11,22,0.84,"0",9.8222118829581,NA,0
"12-04-169-2-084T",3,52,0.79,"1",19.6449243384075,"austriacum",1
"12-04-169-2-084T",7,52,0.9,"1",19.6437825784153,"austriacum",1
"12-04-169-2-084T",9,52,0.89,"0",19.6438925107387,"austriacum",1
"12-08-191-1-031T",8,22,1.24,"0",3.68274689536302,NA,0
"12-04-173-1-078T",5,52,1.41,"0",7.07197018865945,"austriacum",1
"12-08-191-1-031T",20,24,1.23,"0",3.68275713423703,"album",0
"12-04-173-1-078T",11,52,1.54,"0",7.0716649443542,"austriacum",0
"12-04-173-1-078T",13,52,1.18,"0",7.07244438447315,"austriacum",0
"12-08-191-1-031T",7,22,0.8,"0",9.82241333935072,NA,0
"12-08-191-1-031T",25,17,1.15,"0",9.82031779679835,NA,0
"12-05-141-1-074T",8,52,0.86,"0",39.2884298900958,"austriacum",1
"12-08-191-1-031T",17,24,1.26,"0",3.68272616907197,"album",0
"12-08-191-1-031T",4,24,0.8,"2",9.82241333935072,"album",1
"12-05-163-2-056T",7,52,1,"0",19.6426157734439,"austriacum",1
"06597-12020-5-4T",12,52,1.24,"0",3.53616439738175,"austriacum",1
"12-05-163-2-056T",2,52,0.71,"0",19.6456614251947,"austriacum",0
"12-05-163-2-056T",6,52,1.16,"0",19.6404937728961,"austriacum",0
"12-05-163-2-056T",4,52,0.71,"0",19.6456614251947,"austriacum",0
"06597-12020-5-4T",2,52,1.21,"0",3.53619365274858,"austriacum",1
"12-05-163-2-056T",5,52,0.76,"0",19.6452099531178,"austriacum",0
"06597-12050-8-4T",6,54,0.72,"0",39.2911471714465,"austriacum",1
"12-05-163-2-056T",3,52,1.02,"0",19.6423676920253,"austriacum",0
"12-05-163-2-056T",1,52,0.88,"0",19.644001215979,"austriacum",0
"12-06-175-2-084T",5,52,1.04,"0",19.6421147045618,"austriacum",1
"12-06-175-2-084T",1,52,1.23,"0",7.0723484574461,"austriacum",0
"12-06-175-2-084T",3,52,1.04,"0",19.6421147045618,"austriacum",1
"06597-12050-8-4T",8,54,0.76,"0",39.2904199062357,"austriacum",1
"12-06-175-2-084T",6,52,0.83,"0",19.6445263351316,"austriacum",0
"12-06-175-2-084T",7,52,1.11,"0",19.6411906172535,"austriacum",1
"06597-13060-9-6T",1,52,1.04,"0",39.2842294091237,"austriacum",1
"12-06-175-2-084T",2,52,1.02,"X",19.6423676920253,"austriacum",1
"12-06-177-2-074T",8,52,0.82,"0",19.6446276770262,"austriacum",0
"06597-13060-9-6T",13,52,1.29,"0",14.1444561897729,"austriacum",1
"12-06-177-2-074T",1,52,1.25,"0",7.5493563917856,"austriacum",0
"06597-13060-9-6T",7,52,0.85,"0",39.2886399375925,"austriacum",0
"12-06-177-2-074T",7,52,0.9,"0",19.6437825784153,"austriacum",0
"06597-13060-9-6T",2,52,1.05,"0",39.2839727423629,"austriacum",1
"12-06-177-2-074T",12,52,0.73,"0",19.6454845190582,"austriacum",1
"06597-14020-7-8T",12,52,1.17,"0",39.280701452773,"austriacum",0
"06597-14020-7-8T",9,52,1.36,"0",14.1441608664044,"austriacum",0
"06597-14020-7-8T",3,52,1.36,"0",14.1441608664044,"austriacum",0
"12-38-276-1-164T",9,10,1.73,"X",14.1423409608924,NA,0
"12-38-276-1-164T",10,20,0.84,"0",39.2888475318324,NA,0
"06597-14020-7-8T",11,52,1.19,"0",14.1448510342238,"austriacum",0
"06597-14020-7-8T",21,52,0.87,"0",39.2882173881911,"austriacum",0
"12-38-276-1-164T",1,10,1.29,"0",14.1444561897729,NA,0
"06597-14020-7-8T",22,52,1.32,"0",14.1443315312737,"austriacum",1
"12-38-276-1-164T",5,61,1.03,"0",39.2844836230514,"abietis",0
"06597-14020-7-8T",16,52,1.38,"0",14.1440736251348,"austriacum",0
"12-38-276-1-164T",8,61,1.61,"0",14.1429789012352,"abietis",1
"12-38-276-1-164T",4,61,0.93,"0",39.2868908373605,"abietis",0
"06597-14020-7-8T",7,52,0.72,"X",39.2911471714465,"austriacum",0
"12-38-276-1-164T",11,10,1.27,"0",14.1445377042385,NA,0
"12-54-249-1-047T",13,19,1.83,"0",14.1417743753966,"album",0
"12-39-248-1-110T",15,14,0.84,"0",39.2888475318324,"album",1
"12-54-249-1-047T",12,19,1.52,"0",14.1434273085614,"album",0
"12-40-126-1-282T",17,17,0.72,"0",39.2911471714465,NA,0
"12-40-126-1-282T",19,17,0.72,"0",39.2911471714465,NA,0
"12-54-249-1-047T",22,19,1.63,"0",14.1428757573827,"album",0
"12-40-126-1-282T",12,17,0.78,"0",39.2900415424294,NA,0
"12-54-249-1-047T",2,19,1.85,"0",14.1416572444226,"album",0
"12-40-126-1-282T",7,19,1.13,"0",39.2818311147179,"album",1
"12-54-249-1-047T",17,19,1.74,"0",14.1422857327912,"album",0
"12-40-126-1-282T",21,17,0.76,"0",39.2904199062357,NA,0
"12-54-249-1-047T",19,19,2.17,"0",14.139610309683,"album",0
"12-40-126-1-282T",16,17,0.73,"0",39.2909690381163,NA,0
"12-54-249-1-047T",23,19,1.73,"0",14.1423409608924,"album",0
"12-40-126-1-282T",1,13,0.77,"0",39.2902319518745,NA,0
"12-54-249-1-047T",5,19,1.14,"0",39.2815523768704,"album",0
"12-40-126-1-282T",3,17,0.84,"0",39.2888475318324,NA,0
"12-54-249-1-047T",20,19,1.96,"0",14.140990302539,"album",0
"12-40-126-1-282T",14,17,0.88,"0",39.2880024319581,NA,0
"12-40-126-1-282T",8,17,0.84,"0",39.2888475318324,NA,0
"12-54-249-1-047T",14,19,1.9,"0",14.1413588556734,"album",1
"12-40-126-1-282T",6,19,1.6,"0",14.1430299962013,"album",1
"12-54-249-1-047T",1,19,1.7,"0",14.1425047378282,"album",0
"12-40-126-1-282T",5,19,1.39,"0",14.1440295273118,"album",1
"12-54-249-1-047T",21,19,1.93,"0",14.1411760092739,"album",0
"06598-10060-0-6T",3,52,1.29,"0",14.1444561897729,"austriacum",0
"12-43-226-1-184T",1,61,1.85,"0",14.1416572444226,"abietis",1
"06598-10060-0-6T",17,52,1.33,"0",14.1442893422796,"austriacum",0
"12-43-226-1-184T",3,61,1.72,"0",14.1423958711038,"abietis",0
"12-43-226-1-184T",5,61,1.31,"0",14.1443734026066,"abietis",0
"06598-10060-0-6T",6,52,1.13,"0",39.2818311147179,"austriacum",0
"12-43-226-1-184T",6,61,2.17,"0",14.139610309683,"abietis",0
"06598-10060-0-6T",13,52,1.3,"0",14.1444149552746,"austriacum",1
"12-43-226-1-184T",4,61,1.88,"0",14.1414791645011,"abietis",1
"06598-10060-0-6T",5,52,1.21,"0",14.1447746109943,"austriacum",0
"12-43-226-1-184T",2,61,1.81,"0",14.1418902358048,"abietis",0
"06598-10060-0-6T",2,52,1.17,"0",39.280701452773,"austriacum",0
"06598-10060-0-6T",19,52,0.91,"0",39.2873428367676,"austriacum",0
"06598-10060-0-6T",9,52,0.8,"0",39.2896533574029,"austriacum",0
"06597-23080-6-6T",14,61,1.29,"2",3.53611404744322,"abietis",1
"06598-10060-0-6T",11,52,0.73,"X",39.2909690381163,"austriacum",0
"06597-23080-6-6T",28,61,0.8,"0",9.82241333935072,"abietis",0
"06598-10060-0-6T",10,52,1.04,"X",39.2842294091237,"austriacum",0
"06597-23080-6-6T",21,61,0.78,"0",9.82251038560735,"abietis",1
"06598-10060-0-6T",15,52,1.46,"0",14.1437119350429,"austriacum",1
"06597-23080-6-6T",24,61,1.13,"0",9.82045777867948,"abietis",0
"06598-10060-0-6T",1,52,1.01,"0",39.2849846920273,"austriacum",0
"06597-23080-6-6T",5,61,0.79,"0",9.82246216920375,"abietis",1
"06598-10060-0-6T",8,52,1.47,"0",14.1436652924457,"austriacum",0
"06597-23080-6-6T",2,61,0.84,"0",9.8222118829581,"abietis",1
"06598-10060-0-6T",4,52,1.35,"0",14.1442040098392,"austriacum",0
"06597-23080-6-6T",17,61,0.91,"0",9.8218357091919,"abietis",0
"06598-10060-0-6T",7,52,1.31,"0",14.1443734026066,"austriacum",1
"06598-10060-0-6T",12,52,1.38,"0",14.1440736251348,"austriacum",0
"06597-23080-6-6T",15,61,0.74,"0",9.82269711235642,"abietis",0
"06598-10060-0-6T",14,52,1.2,"0",14.1448129817208,"austriacum",0
"06597-23080-6-6T",18,61,0.93,"0",9.82172270934013,"abietis",0
"06597-23080-6-6T",27,61,0.84,"0",9.8222118829581,"abietis",1
"06598-10060-0-6T",16,52,1.21,"0",14.1447746109943,"austriacum",0
"06598-10060-0-6T",18,52,1.36,"0",14.1441608664044,"austriacum",0
"06598-10060-0-6T",20,52,1.26,"0",14.1445779841947,"austriacum",0
"13-63-220-1-169T",1,17,1.05,"0",39.2839727423629,NA,0
"12-60-162-2-048T",11,25,1.75,"0",3.53555754670198,"album",0
"12-60-162-2-048T",6,13,1,"0",9.82130788672195,NA,0
"12-60-162-2-048T",14,25,1.53,"0",3.53584468941242,"album",0
"13-63-220-1-169T",3,19,1.45,"0",14.1437582595654,"album",1
"12-60-162-2-048T",1,13,1.05,"0",9.82099318559072,NA,0
"12-60-162-2-048T",3,25,1.63,"0",3.53571893934568,"album",1
"13-63-220-1-169T",2,17,1.26,"0",14.1445779841947,NA,0
"12-60-162-2-048T",13,25,2.22,"0",3.53481527457103,"album",0
"12-60-162-2-048T",10,13,1.2,"0",3.5362032454302,NA,0
"12-60-162-2-048T",12,25,1.2,"0",3.5362032454302,"album",0
"13-63-221-1-170T",7,17,1.42,"0",25.8740722829674,NA,0
"13-04-296-1-191T",13,52,1.26,"X",14.1445779841947,"austriacum",1
"13-63-221-1-170T",5,20,0.82,"X",68.0198062100035,"album",1
"13-04-296-1-191T",3,52,0.82,"0",39.2892553540523,"austriacum",1
"13-63-221-1-170T",6,14,1.14,"0",68.0064703752968,"album",0
"13-04-296-1-191T",6,52,1.23,"0",14.1446969148922,"austriacum",1
"13-04-296-1-191T",9,52,1.15,"X",39.2812711871934,"austriacum",1
"13-69-235-1-152T",8,61,0.74,"X",39.2907884494257,"abietis",0
"13-04-296-1-191T",2,52,1.03,"0",39.2844836230514,"austriacum",1
"13-04-296-1-191T",10,52,0.78,"X",39.2900415424294,"austriacum",0
"13-04-296-1-191T",12,52,1.22,"X",14.1447359220497,"austriacum",0
"13-69-235-1-152T",4,61,1.18,"0",14.1448887689463,"abietis",0
"13-69-235-1-152T",6,61,1.15,"0",39.2812711871934,"abietis",0
"13-69-235-1-152T",15,61,1.13,"0",39.2818311147179,"abietis",0
"13-43-227-1-196T",22,61,1.6,"1",14.1430299962013,"abietis",0
"13-69-235-1-152T",12,61,1.11,"0",39.2823812345071,"abietis",0
"13-43-227-1-196T",9,61,0.97,"0",39.2859573918509,"abietis",1
"13-43-227-1-196T",19,61,1.42,"0",14.1438953251612,"abietis",1
"13-69-235-1-152T",17,61,1.75,"0",14.1422301868079,"abietis",0
"13-43-227-1-196T",12,61,1.12,"0",39.2821074006313,"abietis",1
"13-69-235-1-152T",2,61,0.84,"0",39.2888475318324,"abietis",0
"13-69-235-1-152T",10,61,1.21,"0",14.1447746109943,"abietis",0
"13-69-235-1-152T",9,61,1.56,"0",14.1432311967629,"abietis",1
"13-43-227-1-196T",21,61,1.58,"0",14.1431312321787,"abietis",0
"13-69-235-1-152T",18,61,2.14,"0",14.1398160263429,"abietis",0
"13-43-227-1-196T",1,61,1.17,"0",39.280701452773,"abietis",0
"13-69-235-1-152T",7,61,1.72,"0",14.1423958711038,"abietis",0
"13-69-235-1-152T",1,61,1.51,"0",14.1434755414367,"abietis",0
"13-43-227-1-196T",20,61,0.95,"0",39.2864290226308,"abietis",1
"13-69-235-1-152T",3,61,0.95,"0",39.2864290226308,"abietis",0
"13-43-227-1-196T",2,61,0.83,"0",39.2890526702631,"abietis",0
"13-69-235-1-152T",14,61,1.49,"0",14.1435710530526,"abietis",0
"13-43-227-1-196T",10,61,0.78,"0",39.2900415424294,"abietis",1
"13-69-235-1-152T",16,61,0.97,"0",39.2859573918509,"abietis",0
"13-69-235-1-152T",5,61,1.34,"0",14.1442468351329,"abietis",0
"13-77-182-2-083T",15,19,1.38,"0",3.5360184062837,"album",1
"13-77-182-2-083T",4,19,1.26,"0",3.53614449604868,"album",1
"13-77-182-2-083T",6,19,1.3,"0",3.53610373881865,"album",1
"13-70-254-1-093T",17,17,1.55,"1",3.53582017543597,NA,1
"13-77-182-2-083T",11,19,1.34,"0",3.53606170878323,"album",1
"13-77-182-2-083T",5,19,1.22,"0",3.53618398051242,"album",1
"13-70-254-1-093T",5,24,1.29,"0",3.53611404744322,NA,0
"13-77-182-2-083T",21,13,0.81,"0",9.82236389578098,NA,0
"13-70-254-1-093T",6,17,1.81,"1",3.5354725589512,NA,0
"13-77-182-2-083T",3,19,1.36,"0",3.5360402166011,"album",1
"13-77-182-2-083T",14,19,1.39,"0",3.53600738182795,"album",1
"13-70-254-1-093T",8,17,1.85,"1",3.53541431110565,NA,0
"13-77-182-2-083T",13,19,1.31,"0",3.53609335065165,"album",1
"14-38-286-1-178T",4,24,0.88,"0",20.3385824407437,"album",0
"13-88-265-1-066T",6,61,1.37,"0",14.1441174048343,"abietis",1
"13-88-265-1-066T",4,61,1.72,"1",14.1423958711038,"abietis",1
"13-88-265-1-066T",5,61,1.43,"1",14.1438499549039,"abietis",1
"13-88-265-1-066T",2,15,0.71,"X",39.2913228503895,NA,0
"13-88-265-1-066T",3,61,1.23,"0",14.1446969148922,"abietis",0
"14-38-286-1-178T",10,23,1.46,"0",7.7142962138322,"album",1
"14-38-286-1-178T",1,17,1.34,"0",7.7145879602816,NA,0
"14-05-290-1-192T",1,52,0.84,"1",19.6444237659162,"austriacum",1
"14-05-290-1-192T",3,52,1.1,"0",19.6413263081214,"austriacum",1
"14-38-286-1-178T",3,24,0.95,"2",20.3377679194309,"album",0
"14-05-290-1-192T",2,52,0.89,"1",19.6438925107387,"austriacum",1
"14-55-221-1-061T",14,14,0.81,"0",9.82236389578098,"album",0
"14-05-290-1-192T",9,52,0.9,"0",19.6437825784153,"austriacum",1
"14-05-290-1-192T",10,52,1.11,"0",19.6411906172535,"austriacum",1
"14-55-221-1-061T",13,14,1.21,"0",3.53619365274858,"album",0
"14-05-296-1-190T",18,52,0.89,"1",39.2877850214775,"austriacum",1
"14-55-221-1-061T",17,14,0.76,"0",9.82260497655892,"album",0
"14-55-221-1-061T",15,14,0.92,"0",9.82177951600553,"album",0
"14-55-221-1-061T",9,21,0.81,"0",9.82236389578098,"album",0
"14-55-221-1-061T",10,21,0.97,"0",9.82148934796272,"album",0
"14-55-221-1-061T",4,14,0.95,"0",9.8216072556577,"album",0
"14-55-221-1-061T",6,14,0.92,"0",9.82177951600553,"album",1
"14-63-221-1-171T",1,27,0.95,"1",49.987630768537,NA,0
"15-04-313-2-200T",3,52,1.81,"1",28.2837804716096,"austriacum",1
"15-05-303-1-174T",1,52,1.07,"2",78.5669040951906,"austriacum",1
"14-63-221-1-171T",2,14,1.09,"0",49.9831678925696,"album",1
"14-63-221-1-171T",6,14,2.04,"1",20.9210851310051,"album",1
"15-05-303-1-184T",10,54,1.2,"0",28.2896259634416,"austriacum",1
"14-63-221-1-171T",5,14,1.48,"1",20.9257267075272,"album",1
"15-05-303-1-184T",8,54,1.19,"0",28.2897020684476,"austriacum",1
"14-68-274-1-062T",7,61,1.5,"0",14.1435234562693,"abietis",1
"15-05-303-1-184T",11,52,0.89,"0",78.575570042955,"austriacum",0
"15-05-303-1-184T",1,54,1.72,"0",28.2847917422076,"austriacum",0
"14-68-274-1-062T",27,61,1.43,"0",14.1438499549039,"abietis",0
"14-68-274-1-062T",16,61,1.04,"0",39.2842294091237,"abietis",0
"15-05-303-1-184T",7,52,0.73,"X",78.5819380762326,"austriacum",0
"14-68-274-1-062T",13,61,0.74,"0",39.2907884494257,"abietis",0
"15-05-303-1-184T",13,52,0.8,"0",78.5793067148058,"austriacum",0
"14-68-274-1-062T",18,61,1.21,"0",14.1447746109943,"abietis",0
"14-68-274-1-062T",20,61,1.43,"0",14.1438499549039,"abietis",1
"15-06-325-1-202T",2,52,0.91,"0",78.5746856735352,"austriacum",0
"15-06-325-1-202T",19,52,1.17,"0",78.561402905546,"austriacum",0
"14-68-274-1-062T",21,61,0.76,"X",39.2904199062357,"abietis",0
"15-06-325-1-202T",6,52,0.75,"0",78.5812108108854,"austriacum",1
"14-68-274-1-062T",1,61,0.82,"1",39.2892553540523,"abietis",0
"15-06-325-1-202T",1,52,0.72,"0",78.582294342893,"austriacum",0
"14-68-274-1-062T",4,52,1.51,"0",14.1434755414367,NA,0
"14-68-274-1-062T",6,61,1.39,"0",14.1440295273118,"abietis",0
"15-06-325-1-202T",18,52,0.77,"X",78.580463903749,"austriacum",0
"14-68-274-1-062T",8,61,1.01,"1",39.2849846920273,"abietis",0
"15-06-325-1-208T",7,52,1.02,"0",78.5694707681014,NA,0
"14-68-274-1-062T",11,61,1.33,"0",14.1442893422796,"abietis",1
"14-68-274-1-062T",24,61,1.26,"0",14.1445779841947,"abietis",0
"15-06-325-1-208T",5,21,1.09,"0",78.5658430914726,"album",1
"14-68-274-1-062T",2,61,1.2,"0",14.1448129817208,"abietis",0
"15-06-325-1-208T",6,21,0.78,"0",78.5800830848588,"album",0
"14-68-274-1-062T",10,61,1.7,"0",14.1425047378282,"abietis",1
"15-06-325-1-208T",4,21,0.81,"0",78.5789111662478,"album",0
"14-68-274-1-062T",19,61,1.18,"0",14.1448887689463,"abietis",0
"14-68-274-1-062T",22,61,0.74,"1",39.2907884494257,"abietis",0
"15-06-329-1-196T",4,52,0.94,"0",78.573322313736,"austriacum",1
"14-68-274-1-062T",12,61,1.21,"0",14.1447746109943,"abietis",0
"15-06-329-1-196T",2,52,1.27,"0",28.289075408477,"austriacum",1
