"npp","a","ess","c13","mortbg2","poids_models","ssp_gui","is_gui_bin"
"22-68-276-1-070T",1,61,1.633,"0",14.142860176067,"abietis",0
"22-68-273-1-057T",2,61,1.485,"0",14.1435947322414,"abietis",0
"22-68-276-1-070T",2,61,1.702,"0",14.1424939086269,"abietis",0
"22-68-273-1-057T",4,61,1.62,"1",14.1429274883179,"abietis",0
"22-68-276-1-070T",3,61,2.037,"0",14.1405005694972,"abietis",0
"22-68-276-1-070T",9,61,2.058,"0",14.1403637371737,"abietis",0
"22-68-273-1-057T",14,61,0.757,"0",39.290475813668,"abietis",0
"22-68-276-1-070T",10,61,1.863,"0",14.1415804276779,"abietis",1
"22-70-245-1-093T",19,14,0.755,"0",39.2905129626494,"album",0
"22-68-276-1-070T",12,61,2.263,"0",14.1389544284535,"abietis",1
"22-68-276-1-070T",13,61,2.079,"0",14.1402255041308,"abietis",0
"22-70-245-1-093T",8,21,1.473,"1",14.41299970234,"album",1
"22-70-245-1-093T",15,21,1.145,"0",39.2814120879677,"album",1
"22-70-245-1-093T",16,21,1.251,"1",14.4139807626147,"album",1
"22-70-245-1-093T",18,21,1.2,"0",14.4141835704694,"album",1
"22-70-262-1-086T",21,14,1.315,"1",14.1443525067013,"album",0
"22-70-245-1-093T",17,21,0.776,"X",39.2901180003402,"album",1
"22-70-262-1-086T",20,14,1.114,"0",39.2822719954949,"album",1
"22-70-245-1-093T",14,21,0.772,"X",39.2901940659919,"album",0
"22-70-262-1-086T",11,14,0.973,"1",39.2858858015897,"album",0
"22-70-262-1-086T",17,14,1.526,"2",14.1433982160579,"album",1
"22-70-262-1-086T",10,14,0.929,"1",39.2869136706354,"album",0
"22-70-262-1-086T",12,21,1.647,"0",14.1427870850059,"album",0
"22-70-269-1-085T",5,11,0.772,"0",39.2901940659919,NA,0
"22-70-262-1-086T",13,21,0.865,"0",39.2883239461421,"album",0
"22-70-269-1-085T",7,11,1.198,"0",14.1448206178686,NA,0
"22-70-269-1-085T",9,11,0.873,"0",39.2881531590629,NA,0
"22-70-264-1-078T",15,12,0.732,"0",39.2909331171136,NA,0
"22-70-269-1-085T",11,11,0.73,"X",39.2909690384584,NA,0
"22-70-264-1-078T",13,12,0.755,"0",39.2905129626494,NA,0
"22-70-269-1-085T",12,11,1.026,"0",39.284584621183,NA,0
"22-70-264-1-078T",11,12,1.024,"0",39.2846349734328,NA,0
"22-70-264-1-078T",9,12,1.342,"1",14.3440494855874,NA,1
"22-70-269-1-085T",4,11,0.995,"0",39.285354054487,NA,0
"22-70-264-1-078T",8,12,1.409,"0",14.343751909617,NA,1
"22-70-269-1-085T",14,11,1.176,"0",14.1449037733674,NA,0
"22-70-264-1-078T",7,12,0.966,"0",39.2860525036348,NA,0
"22-70-269-1-085T",3,21,1.384,"0",14.1440560241423,"album",1
"22-70-264-1-078T",5,12,1.484,"0",14.3434016238051,NA,0
"22-70-264-1-078T",2,12,0.881,"0",39.287980801226,NA,0
"22-70-270-1-082T",4,61,1.483,"0",14.1436041816347,"abietis",0
"22-70-264-1-078T",12,12,1.105,"X",39.2825172324165,NA,0
"22-70-264-1-078T",6,12,1.365,"0",14.3439489651144,NA,0
"22-70-270-1-082T",1,61,1.972,"0",14.1409152196703,"abietis",0
"22-70-264-1-078T",1,12,1.061,"0",39.2836875745028,NA,0
"22-70-270-1-082T",2,61,2.193,"0",14.1394506586515,"abietis",0
"22-70-270-1-082T",5,61,2.15,"0",14.1397477723121,"abietis",0
"22-70-270-1-082T",6,61,2.156,"0",14.139706667045,"abietis",0
"22-70-270-1-082T",7,61,2.081,"0",14.1402122660287,"abietis",1
"04587-18060-8-2T",4,52,0.74,"0",19.6453942247128,"austriacum",1
"22-70-270-1-082T",8,61,1.549,"0",14.1432856345208,"abietis",0
"04587-18060-8-2T",6,52,0.98,"1",19.6428589484454,"austriacum",1
"18-68-275-1-058T",11,52,1.261,"X",14.1467764998069,NA,0
"04587-18060-8-2T",7,52,0.85,"3",19.6443199687962,"austriacum",1
"18-68-275-1-058T",14,61,1.482,"2",14.1458112806156,"abietis",1
"18-68-275-1-058T",12,10,1.129,"0",39.2818588535422,NA,0
"18-68-275-1-058T",6,52,1.194,"0",14.1470384217231,NA,0
"18-68-275-1-058T",8,52,1.254,"0",14.1468045331175,NA,0
"22-80-131-1-033T",5,13,1.408,"0",17.4022791927263,NA,0
"18-68-275-1-058T",1,10,1.108,"0",39.2824357074699,NA,0
"22-80-131-1-033T",2,13,0.949,"X",40.1326551691823,NA,0
"18-68-275-1-058T",15,15,1.432,"0",14.1460432576053,NA,0
"22-80-131-1-033T",3,13,1.481,"0",17.4018661194935,NA,0
"22-80-131-1-033T",4,13,1.339,"0",17.4026504576977,NA,0
"22-80-131-1-033T",7,15,0.712,"X",40.1375948885022,"album",0
"18-68-275-1-058T",10,61,0.971,"X",39.2859335534197,"abietis",0
"22-80-131-1-033T",14,25,2.089,"X",17.3976158932052,"album",0
"22-80-131-1-033T",16,33,3.29,"3",17.3849783358347,"album",1
"18-68-275-1-058T",4,61,1.222,"0",14.1469306995179,"abietis",1
"22-80-131-1-033T",13,33,3.009,"2",17.3884390631136,"album",1
"18-68-275-1-058T",5,61,1.197,"0",14.14702699941,"abietis",1
"13-88-266-1-051T",4,52,1.39,"0",14.1440295273118,NA,0
"13-88-266-1-051T",6,52,1.54,"0",14.1433298887084,NA,0
"13-88-266-1-051T",9,61,1.7,"2",14.1425047378282,"abietis",1
"13-88-266-1-051T",15,61,1.23,"3",14.1446969148922,"abietis",0
"13-88-266-1-051T",1,61,1.37,"1",14.1441174048343,"abietis",1
"22-81-199-1-251T",8,33,1.874,"0",16.7370488979402,"album",1
"13-88-266-1-051T",3,61,1.71,"2",14.1424504634182,"abietis",1
"22-81-199-1-251T",6,33,1.52,"0",16.7393121805351,"album",0
"13-88-266-1-051T",14,61,1.47,"3",14.1436652924457,"abietis",1
"13-88-266-1-051T",8,52,1.73,"0",14.1423409608924,NA,0
"12-67-277-1-049T",16,24,0.73,"0",9.82274225952908,"album",0
"22-83-310-1-216T",1,52,0.909,"1",39.2873651796805,"austriacum",1
"12-67-277-1-049T",11,13,0.73,"0",9.82274225952908,NA,0
"12-67-277-1-049T",10,13,0.8,"0",9.82241333935072,NA,0
"22-83-310-1-216T",4,52,0.772,"1",39.2901940659919,"austriacum",0
"12-67-277-1-049T",15,24,0.82,"0",9.82231383851308,"album",1
"22-83-310-1-216T",6,52,0.729,"1",39.2909869623003,"austriacum",0
"12-67-277-1-049T",7,24,0.74,"0",9.82269711235642,"album",1
"22-83-310-1-216T",15,52,0.785,"1",39.2899454164289,"austriacum",0
"15-55-215-1-058T",5,17,1.01,"0",39.2849846920273,NA,0
"22-83-310-1-216T",2,52,0.868,"1",39.2882600850632,"austriacum",0
"15-55-215-1-058T",2,17,0.71,"X",39.2913228503895,NA,0
"22-83-310-1-216T",8,52,1.168,"1",39.2807588663249,"austriacum",0
"15-55-215-1-058T",3,19,1.38,"0",14.1440736251348,"album",0
"15-55-215-1-058T",1,19,1.41,"0",14.1439403773189,"album",1
"22-83-310-1-216T",21,52,1.215,"2",14.1447553064281,"austriacum",1
"04587-29020-8-4T",18,54,1.38,"X",3.5360184062837,"austriacum",0
"04587-29020-8-4T",2,52,0.84,"0",9.8222118829581,"austriacum",0
"04587-29020-8-4T",22,54,1.11,"X",9.82059530862677,"austriacum",1
"22-86-147-1-161T",7,14,1.224,"3",14.1577475168059,"album",1
"04587-29020-8-4T",15,52,0.82,"0",9.82231383851308,"austriacum",0
"22-86-147-1-161T",6,14,0.705,"0",39.2914097682389,"album",1
"04587-29020-8-4T",5,52,0.75,"0",9.82265135136067,"austriacum",1
"22-86-152-1-170T",18,14,0.72,"X",39.2911471719527,"album",0
"04587-29020-8-4T",6,52,0.86,"0",9.82210747252395,"austriacum",0
"04587-29020-8-4T",8,52,1.1,"0",9.82066315406068,"austriacum",0
"04587-29020-8-4T",11,52,0.71,"0",9.82283071259737,"austriacum",0
"04587-29020-8-4T",4,52,0.73,"0",9.82274225952908,"austriacum",0
"22-86-152-1-170T",14,14,0.709,"X",39.2913402827702,"album",0
"04587-29020-8-4T",1,52,0.96,"0",9.82154860868395,"austriacum",1
"22-86-152-1-170T",13,14,1,"0",39.2852315468878,"album",0
"04587-29020-8-4T",20,52,0.75,"X",9.82265135136067,"austriacum",0
"22-86-152-1-170T",12,14,0.995,"0",39.285354054487,"album",0
"04587-29020-8-4T",21,54,0.94,"X",9.821665289217,"austriacum",1
"22-86-152-1-170T",11,14,1.098,"0",39.2827065990184,"album",0
"22-86-152-1-170T",2,14,0.917,"X",39.2871857539512,"album",0
"22-86-152-1-170T",1,14,0.847,"0",39.2887024737758,"album",0
"22-88-265-1-069T",4,61,1.602,"1",14.1430198027583,"abietis",1
"22-86-152-1-170T",17,14,1.15,"0",39.28127118652,"album",0
"22-88-265-1-069T",7,61,1.123,"0",39.2820247723692,"abietis",0
"22-86-152-1-170T",9,14,1.176,"0",14.1449037733674,"album",0
"22-88-265-1-069T",8,61,1.191,"0",14.1448472435071,"abietis",0
"22-86-152-1-170T",4,17,1.333,"0",14.1442766237113,NA,0
"22-88-265-1-069T",9,61,0.734,"X",39.2908970975547,"abietis",0
"22-88-265-1-069T",11,61,1.26,"X",14.1445779841565,"abietis",0
"22-86-152-1-170T",3,21,0.754,"X",39.2905315003122,"album",1
"22-88-265-1-069T",6,61,1.826,"1",14.1417976493147,"abietis",0
"22-88-265-1-069T",5,61,1.237,"0",14.1446694205969,"abietis",1
"22-88-265-1-069T",3,61,0.802,"0",39.2896139991314,"abietis",0
"22-86-152-1-178T",6,21,0.824,"X",39.2891745748765,"album",1
"22-86-152-1-178T",9,21,1.325,"0",16.0614204931543,"album",1
"22-88-267-1-057T",15,61,1.281,"0",14.1444930286612,"abietis",0
"22-86-152-1-178T",7,21,1.1,"0",39.2826526168868,"album",1
"22-88-267-1-057T",16,61,1.069,"0",39.2834783165801,"abietis",0
"22-89-195-1-095T",3,14,0.837,"2",39.288909330614,"album",1
"22-88-267-1-057T",12,61,1.882,"0",14.1414671907765,"abietis",0
"22-88-267-1-057T",10,61,1.673,"0",14.1426496911364,"abietis",1
"22-88-267-1-057T",9,61,1.596,"0",14.1430503452935,"abietis",0
"22-88-267-1-057T",2,61,1.646,"0",14.142792326463,"abietis",0
"22-89-195-1-095T",5,14,0.809,"1",39.2894754710851,"album",1
"22-88-267-1-057T",4,61,1.357,"0",14.1441738429135,"abietis",0
"22-88-267-1-057T",6,61,1.213,"0",14.1447630378599,"abietis",0
"22-89-195-1-095T",6,14,0.846,"0",39.2887232699141,"album",1
"22-88-267-1-057T",8,61,1.479,"0",14.1436230422539,"abietis",0
"22-89-195-1-095T",7,14,0.869,"1",39.2882387489498,"album",1
"22-88-267-1-057T",11,61,1.311,"0",14.1443692295979,"abietis",0
"22-89-195-1-095T",9,14,0.774,"X",39.2901560822673,"album",1
"22-88-267-1-057T",17,61,0.946,"0",39.2865221705811,"abietis",0
"22-89-195-1-095T",4,14,0.72,"1",39.2911471719527,"album",1
"22-88-267-1-057T",18,61,1.17,"0",39.28070145154,"abietis",0
"22-89-201-1-103T",9,14,0.745,"2",39.2906972344288,"album",1
"12-05-165-2-056T",4,52,1.08,"0",19.6415940114436,"austriacum",1
"22-90-279-1-083T",13,15,0.905,"0",39.2874543035846,NA,0
"12-05-165-2-056T",5,52,0.78,"0",19.6450207712147,"austriacum",1
"22-90-279-1-083T",15,15,1.163,"0",39.2809019742664,NA,0
"22-90-279-1-083T",4,22,0.757,"0",39.290475813668,NA,0
"12-05-165-2-056T",3,52,0.75,"0",19.6453027027213,"austriacum",0
"22-90-279-1-083T",6,61,1.614,"0",14.1429583742691,"abietis",0
"22-90-279-1-083T",14,61,1.178,"0",14.144896277423,"abietis",0
"22-90-279-1-083T",12,61,0.937,"X",39.2867303186739,"abietis",0
"22-90-279-1-083T",11,61,1.374,"0",14.1440999311339,"abietis",1
"22-90-279-1-083T",9,61,1.88,"0",14.1414791644726,"abietis",0
"14-88-264-1-060T",1,61,1.5,"0",14.1435234562693,"abietis",1
"22-90-279-1-083T",3,61,1.727,"0",14.1423574674551,"abietis",0
"22-90-279-1-083T",2,61,1.98,"0",14.1408649101066,"abietis",1
"14-88-264-1-060T",18,61,1.29,"0",14.1444561897729,"abietis",0
"12-06-183-1-078T",15,52,0.96,"0",39.2861944347358,"austriacum",0
"14-88-264-1-060T",17,61,0.81,"0",39.2894555831239,"abietis",0
"12-06-183-1-078T",19,52,1.08,"0",39.2831880228871,"austriacum",1
"06597-16080-7-6T",1,52,1.5,"0",3.53588086406732,"austriacum",1
"12-88-267-1-065T",3,61,1.44,"0",14.1438042660069,"abietis",0
"12-88-267-1-065T",1,61,1.47,"0",14.1436652924457,"abietis",0
"12-88-267-1-065T",8,61,1.95,"1",14.1410525222585,"abietis",0
"12-88-267-1-065T",4,61,1.82,"0",14.1418324641678,"abietis",1
"14-88-264-1-060T",5,61,1.4,"0",14.1439851113711,"abietis",0
"12-88-267-1-065T",5,61,1.5,"0",14.1435234562693,"abietis",0
"06597-12000-8-0T",3,52,1.11,"0",19.6411906172535,"austriacum",0
"12-88-267-1-065T",10,61,1.22,"0",14.1447359220497,"abietis",0
"12-88-267-1-065T",2,61,1.58,"0",14.1431312321787,"abietis",0
"06597-12000-8-0T",4,52,1.38,"0",7.0720368125674,"austriacum",1
"06597-12000-8-0T",8,52,1.44,"0",7.07190213300345,"austriacum",0
"06597-12000-8-0T",6,52,1.14,"0",19.6407761884352,"austriacum",0
"06597-12000-8-0T",5,52,1.22,"0",7.07236796102485,"austriacum",1
"06597-12000-8-0T",9,52,1.2,"0",7.0724064908604,"austriacum",0
"06597-12000-8-0T",2,52,1.04,"X",19.6421147045618,"austriacum",0
"06597-12000-8-0T",7,52,1.19,"0",7.0724255171119,"austriacum",0
"12-02-166-1-040T",7,13,0.85,"0",9.82215998439812,NA,0
"12-02-166-1-040T",5,19,1.42,"0",3.5359738312903,"album",1
"10562-15080-9-0T",28,25,0.72,"0",10.4697140477913,"album",1
"10562-15080-9-0T",1,25,1.03,"X",10.4679384456197,"album",0
"10562-15080-9-0T",5,25,0.73,"0",10.4696665815002,"album",1
"10562-15080-9-0T",2,25,1.94,"X",4.16034813360235,"album",1
"12-39-254-1-126T",6,14,1.36,"0",3.5360402166011,"album",0
"04587-28080-3-6T",1,52,1.15,"0",9.82031779679835,"austriacum",1
"12-39-254-1-126T",1,17,1.15,"0",9.82031779679835,NA,0
"04587-28080-3-6T",2,52,0.85,"0",9.82215998439812,"austriacum",0
"15-10-205-1-072T",16,19,1.15,"0",39.2812711871934,"album",1
"15-10-205-1-072T",15,17,0.74,"0",39.2907884494257,NA,0
"15-10-205-1-072T",8,17,0.73,"0",39.2909690381163,NA,0
"12-39-254-1-126T",9,14,1.43,"2",3.53596248872597,"album",1
"05587-15080-2-6T",16,52,1.04,"1",19.6421147045618,"austriacum",0
"05587-15080-2-6T",10,52,0.77,"0",19.6451159759373,"austriacum",1
"05587-15080-2-6T",9,52,0.88,"0",19.644001215979,"austriacum",1
"19-70-257-1-095T",19,23,0.811,"0",39.8015350752423,"album",1
"04587-15080-4-6T",4,21,0.75,"0",19.6453027027213,"album",1
"10562-14080-9-0T",2,29,1.69,"X",14.1425586943264,NA,0
"19-02-174-1-048T",2,33,1.383,"0",14.144060429157,"album",0
"19-02-174-1-048T",17,33,1.242,"X",14.1446496862996,"album",0
"10562-14080-9-0T",1,22,1.22,"X",14.1447359220497,NA,1
"19-02-174-1-048T",1,33,1.4,"0",14.1439851112648,"album",0
"19-02-174-1-048T",5,33,1.144,"0",39.2814401947042,"album",0
"19-02-174-1-048T",11,33,2.41,"0",14.1378617200677,"album",1
"19-02-174-1-048T",6,12,0.78,"0",39.2900415418811,NA,0
"19-02-174-1-048T",8,17,1.23,"0",14.1446969149669,NA,0
"03565-14010-5-0T",38,14,0.94,"0",39.286661156868,"album",0
"03565-14010-5-0T",7,14,0.83,"0",39.2890526702631,"album",1
"03565-14010-5-0T",44,14,0.73,"0",39.2909690381163,"album",0
"12-39-266-1-120T",8,20,1.02,"0",39.2847353840507,"album",1
"03565-14010-5-0T",45,14,0.73,"0",39.2909690381163,"album",1
"03565-14010-5-0T",20,14,0.8,"0",39.2896533574029,"album",0
"03565-14010-5-0T",21,14,0.73,"0",39.2909690381163,"album",0
"12-39-266-1-120T",7,20,0.96,"1",39.2861944347358,"album",1
"03565-14010-5-0T",28,14,0.75,"0",39.2906054054427,"album",1
"03565-14010-5-0T",16,14,0.8,"0",39.2896533574029,"album",0
"15-89-198-1-095T",18,14,1.18,"0",14.1448887689463,"album",0
"06597-14060-8-2T",1,52,1.32,"0",7.07216576563685,"austriacum",1
"15-89-198-1-095T",7,14,1.33,"X",14.1442893422796,"album",1
"15-89-198-1-095T",16,14,1.11,"0",39.2823812345071,"album",0
"15-89-198-1-095T",20,14,0.77,"X",39.2902319518745,"album",0
"15-89-198-1-095T",1,14,0.79,"X",39.289848676815,"album",0
"04587-29040-7-8T",13,52,0.77,"0",9.82255798796863,"austriacum",0
"15-89-198-1-095T",14,14,1.19,"X",14.1448510342238,"album",0
"04587-29040-7-8T",10,52,0.97,"0",9.82148934796272,"austriacum",0
"04587-29040-7-8T",15,52,0.89,"0",9.82194625536937,"austriacum",0
"15-89-198-1-095T",11,14,1.14,"1",39.2815523768704,"album",1
"04587-29040-7-8T",2,52,1.04,"0",9.82105735228092,"austriacum",1
"04587-29040-7-8T",12,52,0.97,"0",9.82148934796272,"austriacum",1
"15-89-198-1-095T",6,14,1.19,"0",14.1448510342238,"album",1
"04587-29040-7-8T",19,52,0.99,"0",9.82136898713485,"austriacum",0
"15-89-198-1-095T",23,14,0.72,"0",39.2911471714465,"album",0
"04587-29040-7-8T",17,52,0.87,"0",9.82205434704778,"austriacum",0
"04587-29040-7-8T",5,52,0.78,"0",9.82251038560735,"austriacum",0
"15-89-198-1-095T",22,14,1.01,"X",39.2849846920273,"album",1
"04587-29040-7-8T",14,52,1.26,"0",3.53614449604868,"austriacum",1
"15-89-198-1-095T",17,14,1.45,"0",14.1437582595654,"album",1
"04587-29040-7-8T",3,52,0.76,"0",9.82260497655892,"austriacum",0
"15-89-198-1-095T",2,14,0.98,"X",39.2857178968907,"album",0
"17-22-041-1-121T",8,25,2.1,"X",14.7100140518022,"album",0
"17-22-041-1-121T",2,12,1.043,"0",39.284152665588,NA,0
"17-22-041-1-121T",7,19,1.63,"0",14.142875757358,"album",1
"15-54-237-1-056T",1,23,0.99,"2",78.5709518970788,"album",1
"17-22-041-1-121T",5,19,1.905,"0",14.1413285796922,"album",1
"15-54-237-1-056T",9,52,1.52,"X",28.2868546171228,NA,0
"22522-13000-8-4T",13,19,1.74,"0",27.1332153302593,"album",0
"22522-13000-8-4T",14,19,1.38,"0",27.1366455585026,"album",0
"04587-19040-9-8T",1,52,0.88,"1",9.82200060798952,"austriacum",1
"22522-13000-8-4T",1,19,1.85,"0",27.1320095202112,"album",0
"22522-13000-8-4T",2,19,1.75,"0",27.1331087604195,"album",1
"04587-19040-9-8T",8,54,1,"0",9.82130788672195,"austriacum",1
"22522-13000-8-4T",15,19,1.89,"0",27.1315527515781,"album",0
"04587-19040-9-8T",12,52,0.79,"0",9.82246216920375,"austriacum",1
"04587-19040-9-8T",7,52,0.83,"0",9.82226316756578,"austriacum",1
"04587-19040-9-8T",13,52,0.75,"0",9.82265135136067,"austriacum",1
"13-10-204-1-073T",7,19,0.91,"0",9.8218357091919,"album",1
"13-10-204-1-073T",5,19,0.77,"1",9.82255798796863,"album",1
"13-10-204-1-073T",6,19,1.13,"0",9.82045777867948,"album",1
"05587-11000-4-4T",9,52,0.95,"0",39.2864290226308,"austriacum",1
"08561-38000-8-4T",16,19,1.23,"0",3.53617422872305,"album",1
"05587-12080-5-0T",6,52,1.61,"0",14.1429789012352,"austriacum",1
"05587-12080-5-0T",2,52,0.75,"0",39.2906054054427,"austriacum",0
"08561-38000-8-4T",14,19,2.01,"0",3.53516860962507,"album",1
"05587-12080-5-0T",14,52,1.25,"0",14.1446179459594,"austriacum",0
"04587-18060-9-0T",4,52,0.9,"2",19.6437825784153,"austriacum",1
"05587-12080-5-0T",19,52,0.71,"2",39.2913228503895,"austriacum",0
"05587-12080-5-0T",9,52,0.72,"0",39.2911471714465,"austriacum",0
"04587-18060-9-0T",5,52,0.87,"2",19.6441086940956,"austriacum",0
"05587-12080-5-0T",8,52,0.99,"0",39.2854759485394,"austriacum",0
"04587-18060-9-0T",3,52,1.44,"3",7.07190213300345,"austriacum",0
"05587-12080-5-0T",1,52,0.9,"0",39.2875651568306,"austriacum",0
"05587-12080-5-0T",15,52,1.13,"0",39.2818311147179,"austriacum",1
"04587-18060-9-0T",1,52,1.35,"2",7.0721020049196,"austriacum",1
"04587-18060-9-0T",2,52,1.28,"2",7.072248553048,"austriacum",0
"04588-17020-0-2T",2,54,0.88,"0",39.2880024319581,"austriacum",1
"09548-18080-9-0T",2,17,1.37,"0",21.7853807397202,NA,0
"04588-17020-0-2T",7,54,0.96,"0",39.2861944347358,"austriacum",0
"04588-17020-0-2T",6,54,0.86,"0",39.2884298900958,"austriacum",1
"04588-17020-0-2T",5,54,0.88,"0",39.2880024319581,"austriacum",0
"09548-18080-9-0T",17,14,0.79,"0",52.7778346551646,"album",0
"04588-17020-0-2T",4,54,1.28,"0",14.144497106096,"austriacum",0
"09548-18080-9-0T",10,14,0.8,"0",52.7775722836873,"album",0
"09548-18080-9-0T",19,14,0.79,"0",52.7778346551646,"album",0
"05586-19000-9-8T",4,54,1,"0",39.2852315468878,"austriacum",0
"09548-18080-9-0T",5,14,1.05,"0",52.7699415451781,"album",1
"05586-19000-9-8T",2,54,0.8,"0",39.2896533574029,"austriacum",1
"09548-18080-9-0T",6,14,0.83,"0",52.7767653840018,"album",1
"09548-18080-9-0T",4,14,0.72,"0",52.7795789157629,"album",1
"04587-18060-7-0T",9,52,1.12,"0",19.6410537003156,"austriacum",1
"09548-18080-9-0T",1,14,0.86,"0",52.7759288068755,"album",1
"04587-18060-7-0T",10,52,0.88,"0",19.644001215979,"austriacum",1
"04587-18060-7-0T",4,52,0.72,"2",19.6455735857232,"austriacum",0
"09548-18080-9-0T",7,14,1.25,"0",21.7861516947874,"album",1
"04587-18060-7-0T",8,52,0.87,"0",19.6441086940956,"austriacum",0
"04587-19060-8-6T",12,52,0.83,"X",39.2890526702631,"austriacum",0
"05587-15020-2-8T",15,52,0.86,"0",39.2884298900958,"austriacum",1
"04587-19060-8-6T",5,52,0.94,"0",39.286661156868,"austriacum",0
"04587-19060-8-6T",1,52,0.81,"0",39.2894555831239,"austriacum",0
"04587-19060-8-6T",15,52,0.84,"0",39.2888475318324,"austriacum",1
"04587-19000-8-4T",1,52,0.79,"0",39.289848676815,"austriacum",1
"04587-19000-8-4T",8,52,0.84,"0",39.2888475318324,"austriacum",1
"04587-19060-8-6T",10,52,0.77,"0",39.2902319518745,"austriacum",0
"04587-19000-8-4T",11,52,1.09,"1",39.2829215457363,"austriacum",1
"04587-19060-8-6T",4,52,1.1,"0",39.2826526162427,"austriacum",0
"04587-19000-8-4T",9,52,0.73,"1",39.2909690381163,"austriacum",0
"04587-19060-8-6T",2,52,0.9,"0",39.2875651568306,"austriacum",0
"04587-19000-8-4T",7,52,0.79,"2",39.289848676815,"austriacum",1
"04587-19060-8-6T",7,52,0.79,"0",39.289848676815,"austriacum",0
"04587-19060-8-6T",13,52,1.06,"0",39.2837136228653,"austriacum",0
"04587-18020-9-8T",3,52,1.08,"2",39.2831880228871,"austriacum",1
"05587-19080-1-0T",3,52,1.15,"1",19.6406355935967,"austriacum",0
"04587-18020-9-8T",1,52,1.1,"0",39.2826526162427,"austriacum",1
"04587-18020-9-8T",4,52,0.78,"2",39.2900415424294,"austriacum",1
"04587-18020-9-8T",10,52,1.06,"1",39.2837136228653,"austriacum",1
"04587-18020-9-8T",5,52,0.72,"0",39.2911471714465,"austriacum",0
"05587-19080-1-0T",18,54,0.72,"0",19.6455735857232,"austriacum",0
"05587-19080-1-0T",1,54,0.84,"0",19.6444237659162,"austriacum",1
"04597-10060-3-6T",9,52,0.71,"0",51.2290321663105,"austriacum",1
"04597-10060-3-6T",6,52,0.96,"3",51.2223456067491,"austriacum",1
"06597-12060-9-0T",1,52,0.79,"0",72.0313892408276,"austriacum",0
"05587-19080-1-0T",4,54,0.72,"0",19.6455735857232,"austriacum",1
"06597-12060-9-0T",3,52,0.85,"0",72.0291732189195,"austriacum",0
"05587-19080-1-0T",10,54,0.87,"0",19.6441086940956,"austriacum",1
"05587-19080-1-0T",16,52,0.75,"1",19.6453027027213,"austriacum",1
"06597-12060-9-0T",5,52,0.96,"0",72.0246897970157,"austriacum",1
"06597-12060-9-0T",8,52,0.99,"0",72.0233725723223,"austriacum",0
"06597-12060-9-0T",10,52,0.84,"0",72.0295538083595,"austriacum",0
"05587-19080-1-0T",14,52,1.16,"0",19.6404937728961,"austriacum",1
"06597-12060-9-0T",13,52,0.89,"0",72.0276058727087,"austriacum",0
"04587-16080-4-4T",6,54,0.9,"0",19.6437825784153,"austriacum",0
"04587-16080-4-4T",7,54,0.84,"0",19.6444237659162,"austriacum",0
"04588-19020-0-2T",3,52,1.05,"2",47.0730447049781,"austriacum",0
"04587-16080-4-4T",2,54,0.84,"0",19.6444237659162,"austriacum",0
"04588-19020-0-2T",1,52,0.82,"0",47.0793747321839,"austriacum",0
"04588-19020-0-2T",4,52,1.03,"0",47.0736568810847,"austriacum",1
"04587-16080-4-4T",4,54,0.94,"0",19.643330578434,"austriacum",1
"04588-19020-0-2T",2,52,0.8,"0",47.0798516500771,"austriacum",0
"04587-16080-4-4T",5,54,0.8,"0",19.6448266787014,"austriacum",0
"04588-19020-0-2T",5,52,0.78,"0",47.0803168029074,"austriacum",0
"04587-16080-4-4T",3,54,1.18,"0",7.07244438447315,"austriacum",0
"04587-16080-4-4T",1,54,0.79,"0",19.6449243384075,"austriacum",1
"06597-17000-7-8T",7,52,0.99,"0",49.2083029707564,NA,0
"06597-17000-7-8T",2,61,1.3,"0",20.6781192877582,"abietis",1
"04587-19000-8-8T",17,52,1.14,"3",39.2815523768704,"austriacum",1
"06597-17000-7-8T",6,61,0.77,"0",49.2142602577025,"abietis",0
"06597-17000-7-8T",8,52,0.99,"0",49.2083029707564,NA,0
"04587-19000-8-8T",16,54,0.76,"2",39.2904199062357,"austriacum",1
"06597-17000-7-8T",5,61,0.78,"0",49.2140217541478,"abietis",0
"04587-19000-8-8T",5,52,0.86,"2",39.2884298900958,"austriacum",1
"04587-19000-8-8T",22,52,0.8,"0",39.2896533574029,"austriacum",1
"05587-16000-3-4T",10,52,0.77,"0",39.2902319518745,"austriacum",1
"04588-18000-0-4T",7,52,0.77,"0",39.2902319518745,"austriacum",0
"04588-18000-0-4T",19,52,0.74,"0",39.2907884494257,"austriacum",0
"04588-18000-0-4T",17,52,0.73,"0",39.2909690381163,"austriacum",1
"05587-16000-3-4T",1,52,0.87,"0",39.2882173881911,"austriacum",1
"05587-16000-3-4T",9,52,0.74,"0",39.2907884494257,"austriacum",1
"04588-18000-0-4T",13,52,0.77,"0",39.2902319518745,"austriacum",1
"04588-18000-0-4T",4,52,0.91,"0",39.2873428367676,"austriacum",0
"04588-18000-0-4T",20,52,1,"0",39.2852315468878,"austriacum",1
"04587-18000-5-8T",7,52,0.77,"1",39.2902319518745,"austriacum",0
"04588-18000-0-4T",3,52,0.91,"0",39.2873428367676,"austriacum",0
"04588-18000-0-4T",23,52,0.94,"0",39.286661156868,"austriacum",1
"04587-18000-5-8T",12,52,1.05,"0",39.2839727423629,"austriacum",1
"04587-18000-5-8T",6,21,1.04,"0",39.2842294091237,NA,0
